created_at,user,text_clean,text_preprocessed
2022-03-19 14:05:45+00:00,Mbah Tokok,lanjut  setuju ajukan hak angket soal minyak goreng yg langka begitu harga naik langsung melimpah harus dicari dg detil penyebabnya pemerintah sekarang nganggap enteng kesulitan rakyat kecil apalagi yg tak dpt bantuan pemerintah,"['tuju', 'aju', 'hak', 'angket', 'minyak', 'goreng', 'yg', 'langka', 'harga', 'langsung', 'limpah', 'cari', 'dg', 'detil', 'sebab', 'perintah', 'nganggap', 'enteng', 'sulit', 'rakyat', 'yg', 'dpt', 'bantu', 'perintah']"
2022-03-19 13:35:44+00:00,Tacipi City,kemarin waktu minyak goreng langka saya dari warung minimarket dan supermarket sudah keliling dan tidak ketemu nneh pasca sehari pemerintah umumin penghapusan het seketika semua tersedia nnjadi masih percaya tidak ada mafia,"['kemarin', 'minyak', 'goreng', 'langka', 'warung', 'minimarket', 'supermarket', 'keliling', 'ketemu', 'nneh', 'pasca', 'hari', 'perintah', 'umumin', 'hapus', 'het', 'sedia', 'nnjadi', 'percaya', 'mafia']"
2022-03-19 13:22:45+00:00,Ayun hamunta,puan murka harga minyak goreng belum normal ibuibu menjerit kami meminta komitmen pemerintah untuk menyelesaikan persoalan minyak goreng yang masih langka di pasaran dan membuat masyarakat kesulitan puan maharani,"['puan', 'murka', 'harga', 'minyak', 'goreng', 'normal', 'ibuibu', 'jerit', 'komitmen', 'perintah', 'selesai', 'minyak', 'goreng', 'langka', 'pasar', 'masyarakat', 'sulit', 'puan', 'maharani']"
2022-03-19 13:20:43+00:00,Media Indonesia,harga minyak goreng curah pada tingkat agen itu berarti sekitar rp ribu per liter atau jauh di atas het subsidi yang ditetapkan pemerintah sebesar rp ribu per literxcxa,"['harga', 'minyak', 'goreng', 'curah', 'tingkat', 'agen', 'rp', 'ribu', 'liter', 'het', 'subsidi', 'tetap', 'perintah', 'rp', 'ribu', 'literxcxa']"
2022-03-19 13:20:05+00:00,fian baru,menolak lupandulu bbm naik demo berjilidnitu dulu skrg mak banteng lupa bhw minyak goreng mrupakan kbutuhan pokok didapur yg tengah langka amp adapun hrg dipasaran mahal dulu bbm naik salah pemerintah skrg migor krisis yg disalakan itu masyarakat n,"['tolak', 'lupandulu', 'bbm', 'demo', 'berjilidnitu', 'skrg', 'mak', 'banteng', 'lupa', 'bhw', 'minyak', 'goreng', 'mrupakan', 'kbutuhan', 'pokok', 'dapur', 'yg', 'langka', 'amp', 'hrg', 'pasar', 'mahal', 'bbm', 'salah', 'perintah', 'skrg', 'migor', 'krisis', 'yg', 'sala', 'masyarakat', 'n']"
2022-03-19 12:35:15+00:00,TIGA PERIODE,alhamdulillah berkat motogp dan minyak goreng langka ramadhan kita kali terbebas dari si covid makasih pemerintah,"['alhamdulillah', 'berkat', 'motogp', 'minyak', 'goreng', 'langka', 'ramadhan', 'kali', 'bebas', 'si', 'covid', 'makasih', 'perintah']"
2022-03-19 12:10:06+00:00,PuTunE Mbah ToWo🇮🇩,pantesan minyak goreng langka lha wong apa yg dilakukan pemerintah banyak yg menggorengnya bahkan sampe gosong xfxfxxxfxfxxxfxfxxxfxfxx,"['pantesan', 'minyak', 'goreng', 'langka', 'lha', 'yg', 'perintah', 'yg', 'goreng', 'sampe', 'gosong', 'xfxfxxxfxfxxxfxfxxxfxfxx']"
2022-03-19 12:00:57+00:00,VOI.id,sudah dijamin dapat subsidi dari pemerintah eh minyak goreng curah di daerah ini masih langka,"['jamin', 'subsidi', 'perintah', 'eh', 'minyak', 'goreng', 'curah', 'daerah', 'langka']"
2022-03-19 09:43:37+00:00,hasan,substansi nya adalah di negeri penghasil sawit terbesar minyak goreng bisa langka ini tugas dpr dan pemerintah membuat regulasi kepentingan rakyat bukan cara memasak jika kalian gagal selama  periode bukan nya minta nambah waktu berkuasa serahkan kepada rakyat,"['substansi', 'nya', 'negeri', 'hasil', 'sawit', 'besar', 'minyak', 'goreng', 'langka', 'tugas', 'dpr', 'perintah', 'regulasi', 'penting', 'rakyat', 'masak', 'gagal', 'periode', 'nya', 'nambah', 'kuasa', 'serah', 'rakyat']"
2022-03-19 09:33:38+00:00,Nisa Andini,pemerintah sudah menjamin stok minyak goreng terpenuhi jadi ibuibu tidak perlu panik tentang minyak goreng langka dan mahal,"['perintah', 'jamin', 'stok', 'minyak', 'goreng', 'penuh', 'ibuibu', 'panik', 'minyak', 'goreng', 'langka', 'mahal']"
2022-03-19 09:32:06+00:00,"Kejar daku, kau kutangkap",pemerintah telah menetapkan het minyak goreng curah di pasaran namun masih ada yg mengeluhkan mahalnya harga minyak goreng curah atau minyak masih langka nndukung pemerintah untuk mengurai permainan bisnis minyak goreng ini jangan tangkap yg ecek tangkap kakapnya,"['perintah', 'tetap', 'het', 'minyak', 'goreng', 'curah', 'pasar', 'yg', 'keluh', 'mahal', 'harga', 'minyak', 'goreng', 'curah', 'minyak', 'langka', 'nndukung', 'perintah', 'urai', 'main', 'bisnis', 'minyak', 'goreng', 'tangkap', 'yg', 'ecek', 'tangkap', 'kakap']"
2022-03-19 09:30:02+00:00,netralitas,ri perjuangan hasto untk mengumumkan keputusan migor mengikuti harga keekonomian ga perlu pejabat sekelas presidenmenterianak sd juga bisa bu penguasa menyerah dgn mafia minyak goreng padahal kalo mau bisa diusut dgn mudah berbulanxcxb langka ngapain aja pemerintah dan pdip partai wong licik,"['ri', 'juang', 'hasto', 'untk', 'umum', 'putus', 'migor', 'ikut', 'harga', 'ekonomi', 'ga', 'jabat', 'kelas', 'presidenmenterianak', 'sd', 'bu', 'kuasa', 'serah', 'dgn', 'mafia', 'minyak', 'goreng', 'kalo', 'usut', 'dgn', 'mudah', 'berbulanxcxb', 'langka', 'ngapain', 'aja', 'perintah', 'pdip', 'partai', 'licik']"
2022-03-19 08:42:37+00:00,Na,amin semoga di bulan ramadhan masyarakat tak perlu khawatir minyak goreng langka karena pemerintah melalui mendag muhammad lutfi pastikan minyak goreng subsidi untuk rakyat tetap ada dan cukup,"['amin', 'moga', 'ramadhan', 'masyarakat', 'khawatir', 'minyak', 'goreng', 'langka', 'perintah', 'mendag', 'muhammad', 'lutfi', 'pasti', 'minyak', 'goreng', 'subsidi', 'rakyat']"
2022-03-19 08:35:21+00:00,Teddy Gusnaidi,misalnya di minimarket x kemarin langka minyak hari ini banyak tinggal tanya minyak ini di supply darimana datangi tempatnya periksa dan proses hukum jadi dengan pencabutan ini malah makin memudahkan pemerintah menangkap penimbun minyak gorengnnjadi tunggu apa lagi,"['minimarket', 'x', 'kemarin', 'langka', 'minyak', 'tinggal', 'minyak', 'supply', 'darimana', 'datang', 'tempat', 'periksa', 'proses', 'hukum', 'cabut', 'mudah', 'perintah', 'tangkap', 'timbun', 'minyak', 'gorengnnjadi', 'tunggu']"
2022-03-19 08:11:49+00:00,kuro,minyak langka ini gegara pemerintah kebanyakan goreng isu radikalnncuaaksss,"['minyak', 'langka', 'gegara', 'perintah', 'banyak', 'goreng', 'isu', 'radikalnncuaaksss']"
2022-03-19 08:09:59+00:00,"USMAN, Z",chantika masalahnya bukan minyak goreng atau bukanntapi dimana kehadiran pemerintah saat rakyat susahnlahan sawit umumnya milik negara pengusaha cuma numpang nanam dan terbesar didunia serta pabriknya banyak eh bisanya langka dan mahalngiliran harga migor tinggi lansung banyaknambyar,"['chantika', 'minyak', 'goreng', 'bukanntapi', 'mana', 'hadir', 'perintah', 'rakyat', 'susahnlahan', 'sawit', 'milik', 'negara', 'usaha', 'numpang', 'nanam', 'besar', 'dunia', 'pabrik', 'eh', 'bisa', 'langka', 'mahalngiliran', 'harga', 'migor', 'lansung', 'banyaknambyar']"
2022-03-19 08:03:21+00:00,Suheri adi,sajak jadi kalian setuju dgn kartel bikin ulah langka minyak goreng  sukses memaksa pemerintah hapus het minyak goreng untuk konsumsi dlm negeri   nkalian pendukung kartel minyak atau pendukung jokowi  nmikir sblm njeplak het itu benernya sistem komunis petani ga boleh kaya,"['sajak', 'tuju', 'dgn', 'kartel', 'bikin', 'ulah', 'langka', 'minyak', 'goreng', 'sukses', 'paksa', 'perintah', 'hapus', 'het', 'minyak', 'goreng', 'konsumsi', 'dlm', 'negeri', 'nkalian', 'dukung', 'kartel', 'minyak', 'dukung', 'jokowi', 'nmikir', 'sblm', 'njeplak', 'het', 'benernya', 'sistem', 'komunis', 'tani', 'ga', 'kaya']"
2022-03-19 07:45:09+00:00,SCTV,berita lainnya   nnsejak pemerintah mengumumkan pemberian subsidi disertai kenaikan het minyak goreng curah menjadi langka petugas gabungan pun menemukan adanya tangki berisi migor curah yang ditimbun pemilik agen saat melakukan sidaknnsctv,"['berita', 'nnsejak', 'perintah', 'umum', 'beri', 'subsidi', 'serta', 'naik', 'het', 'minyak', 'goreng', 'curah', 'langka', 'tugas', 'gabung', 'temu', 'tangki', 'isi', 'migor', 'curah', 'timbun', 'milik', 'agen', 'sidaknnsctv']"
2022-03-19 07:26:16+00:00,Jambi Independent,soal minyak goreng langka pemerintah mau murah beli curah jika kemasan ya tentu saja,"['minyak', 'goreng', 'langka', 'perintah', 'murah', 'beli', 'curah', 'kemas', 'ya']"
2022-03-19 06:49:34+00:00,Ujin,solusi pemerintah sekarang kerenxcxb emangnrakyat pak cabe mahalnmereka ya ngak usah makan cabenrakyat pak minyak goreng langkanmereka ya ngak usah ngegorengnjadi lu kerjaanya apa dong bestie kalo gini anak tk juga bisa,"['solusi', 'perintah', 'kerenxcxb', 'emangnrakyat', 'cabe', 'mahalnmereka', 'ya', 'ngak', 'makan', 'cabenrakyat', 'minyak', 'goreng', 'langkanmereka', 'ya', 'ngak', 'ngegorengnjadi', 'lu', 'kerjaanya', 'bestie', 'kalo', 'gin', 'anak', 'tk']"
2022-03-19 06:27:23+00:00,Miss Raynor🦄 $QOM,nn masa negara terbesar penghasil minyak sawitminyaknya malah langka itu mah permainan penimbun sama program pemerintah yg minyak sawit jadi solar itu jadi pengusaha sawit banyak yg jual buat proyek itu dan bukan buat minyak goreng cmiiw,"['nn', 'negara', 'besar', 'hasil', 'minyak', 'sawitminyaknya', 'langka', 'mah', 'main', 'timbun', 'program', 'perintah', 'yg', 'minyak', 'sawit', 'solar', 'usaha', 'sawit', 'yg', 'jual', 'proyek', 'minyak', 'goreng', 'cmiiw']"
2022-03-19 06:06:17+00:00,디바 살사빌라,minyak goreng langka di beberapa daerah minyak ada tapi malah mahal banget harganya ini sekarang gula naik harganya pemerintah sekarang nyiksa rakyatnya,"['minyak', 'goreng', 'langka', 'daerah', 'minyak', 'mahal', 'banget', 'harga', 'gula', 'harga', 'perintah', 'nyiksa', 'rakyat']"
2022-03-19 05:49:06+00:00,🇮🇩 YUNANKINGSTAR1 🇮🇩,ironiminyakgorenghargamurahbaranglangkagiliranmahalpasokanbanjirnn goreng kemasan sempat langka setelah pemerintah menetapkan harga eceran tertinggi kini pasokan melimpah setelah het dicabut namun harganya melonjak,"['ironiminyakgorenghargamurahbaranglangkagiliranmahalpasokanbanjirnn', 'goreng', 'kemas', 'langka', 'perintah', 'tetap', 'harga', 'ecer', 'tinggi', 'pasok', 'limpah', 'het', 'cabut', 'harga', 'lonjak']"
2022-03-19 05:36:02+00:00,Nil Selian,kemaren langka gara pemerintah menerapkan haraga  ribu untuk minyak goreng makanya pengusaha marah karna terlalu murah akhirnya minyak goreng ditimbun supaya langka han harganya mahal seteleh itu baru dikeluarkan lagi migornya dan endingnya pengusaha dapat cuan yg banyak,"['kemaren', 'langka', 'gara', 'perintah', 'terap', 'haraga', 'ribu', 'minyak', 'goreng', 'usaha', 'marah', 'karna', 'murah', 'minyak', 'goreng', 'timbun', 'langka', 'han', 'harga', 'mahal', 'teh', 'keluar', 'migornya', 'endingnya', 'usaha', 'cuan', 'yg']"
2022-03-19 05:26:37+00:00,Chimoy2912,minyak goreng kemasan sempat langka setelah pemerintah menetapkan harga eceran tertinggi kini pasokan melimpah setelah het dicabut namun harganya melonjaknn,"['minyak', 'goreng', 'kemas', 'langka', 'perintah', 'tetap', 'harga', 'ecer', 'tinggi', 'pasok', 'limpah', 'het', 'cabut', 'harga', 'melonjaknn']"
2022-03-19 05:20:46+00:00,DetikFinance,minyak goreng kemasan sempat langka setelah pemerintah menetapkan harga eceran tertinggi kini pasokan melimpah setelah het dicabut namun harganya melonjak,"['minyak', 'goreng', 'kemas', 'langka', 'perintah', 'tetap', 'harga', 'ecer', 'tinggi', 'pasok', 'limpah', 'het', 'cabut', 'harga', 'lonjak']"
2022-03-19 05:17:17+00:00,loveinheren,pemerintah  kita buat het minyak goreng seindonesia satu harga rbliternnmafia  kita buat minyak goreng langka biar paemerintah naikin harga,"['perintah', 'het', 'minyak', 'goreng', 'indonesia', 'harga', 'rbliternnmafia', 'minyak', 'goreng', 'langka', 'biar', 'paemerintah', 'naikin', 'harga']"
2022-03-19 04:42:26+00:00,Info Semar,pemerintah akan menindak tegas semua mafia minyak goreng yang saat ini mungkin sedang menimbun dikala minyak goreng sedang mahal dan langkannnn,"['perintah', 'tindak', 'mafia', 'minyak', 'goreng', 'timbun', 'kala', 'minyak', 'goreng', 'mahal', 'langkannnn']"
2022-03-19 04:37:01+00:00,Sarjana Sarkas,megawati bilang gitu dan pemerintah pun bikin langka minyak goreng pasti gara abis nonton ade rai,"['megawati', 'bilang', 'gitu', 'perintah', 'bikin', 'langka', 'minyak', 'goreng', 'gara', 'abis', 'nonton', 'ade', 'rai']"
2022-03-19 04:23:58+00:00,Radio Patria,serta langka termasuk ketersediaan cpo untuk minyak gorengnnairlangga mengatakan untuk melaksanakan kebijakan ini pemerintah telah bertemu dengan para produsen minyak gorengnndalam pertemuan dicapai beberapa hasil pertama pemerintah meminta para produsen minyak goreng,"['langka', 'sedia', 'cpo', 'minyak', 'gorengnnairlangga', 'laksana', 'bijak', 'perintah', 'temu', 'produsen', 'minyak', 'gorengnndalam', 'temu', 'capai', 'hasil', 'perintah', 'produsen', 'minyak', 'goreng']"
2022-03-19 03:25:02+00:00,apahabar,minyak goreng di kota banjarmasin terus jadi perbincangan hangat harganya bahkan menembus rp ribu begini imbasnya ke pemerintah kota nn,"['minyak', 'goreng', 'kota', 'banjarmasin', 'bincang', 'hangat', 'harga', 'tembus', 'rp', 'ribu', 'imbas', 'perintah', 'kota', 'nn']"
2022-03-19 03:22:47+00:00,HIMATEKIN ULM,direktur jenderal perdagangan dalam negeri kemendag oke nurwan mengatakan minyak goreng langka terjadi akibat masalah distribusi bukan karena pasokan yang minim kemendag tengah menyiapkan perusahaan yang akan membantu mengelola minyak pemerintah,"['direktur', 'jenderal', 'dagang', 'negeri', 'kemendag', 'oke', 'nurwan', 'minyak', 'goreng', 'langka', 'akibat', 'distribusi', 'pasok', 'minim', 'kemendag', 'usaha', 'bantu', 'kelola', 'minyak', 'perintah']"
2022-03-19 03:22:39+00:00,HIMATEKIN ULM,cara pemerintah dan masyarakat menghadappi kelangkaan minyak goreng langka di negeri lumbungxcxasawitnna thread xexacxxefxbxf,"['perintah', 'masyarakat', 'menghadappi', 'langka', 'minyak', 'goreng', 'langka', 'negeri', 'lumbungxcxasawitnna', 'thread', 'xexacxxefxbxf']"
2022-03-19 03:13:20+00:00,DIVA PURBAWISESA.,xexxcsolusi yang diberikan pemerintah akhirnya memutuskan untuk menggelontorkan duit subsidi rp  triliun untuk penyediaan minyak goreng murah seharga rp  per literxexxd nnxexxcpercuma aja sih kalo minyak murah tapi ujungujungnya ditimbun dan dibuat langka lagixexxd,"['xexxcsolusi', 'perintah', 'putus', 'gelontor', 'duit', 'subsidi', 'rp', 'triliun', 'sedia', 'minyak', 'goreng', 'murah', 'harga', 'rp', 'literxexxd', 'nnxexxcpercuma', 'aja', 'sih', 'kalo', 'minyak', 'murah', 'ujungujungnya', 'timbun', 'langka', 'lagixexxd']"
2022-03-19 03:08:46+00:00,Misbakhuddin Sirahan,ini gerombolan teriak nyalahin pemerintah minyak goreng langka nggak taunya dia timbun di ganti merek kita nn,"['gerombol', 'teriak', 'nyalahin', 'perintah', 'minyak', 'goreng', 'langka', 'nggak', 'tau', 'timbun', 'ganti', 'merek', 'nn']"
2022-03-19 02:33:53+00:00,N. Faisal,cngir  minyak goreng het  stocknya langkagak ada dipasaran begitu het  dicabut langsung banjir  stocknya dipasaran tp harganya ltr berarti selama ini pengusahacebong tdk patuh sama pemerintah,"['cngir', 'minyak', 'goreng', 'het', 'stocknya', 'langkagak', 'pasar', 'het', 'cabut', 'langsung', 'banjir', 'stocknya', 'pasar', 'tp', 'harga', 'ltr', 'pengusahacebong', 'tdk', 'patuh', 'perintah']"
2022-03-19 02:22:24+00:00,Covesia.com,minyak goreng langka dan mahal iwan fals kritik pemerintah lewat lagu,"['minyak', 'goreng', 'langka', 'mahal', 'iwan', 'fals', 'kritik', 'perintah', 'lagu']"
2022-03-19 02:08:20+00:00,aji,minyak goreng langkanpemerintah cabut hetnminyak goreng jadi banyak tapi mahalnnkalo mau ngeprank mafia minyak goreng kan pemerintah tinggal terapin het lagi ga sih,"['minyak', 'goreng', 'langkanpemerintah', 'cabut', 'hetnminyak', 'goreng', 'mahalnnkalo', 'ngeprank', 'mafia', 'minyak', 'goreng', 'perintah', 'tinggal', 'terapin', 'het', 'ga', 'sih']"
2022-03-19 01:56:40+00:00,satoshi,bminyak goreng langka harganya dikembalikan pemerintah ke harga pasar untuk mengatasi kelangkaan namun baru terealisasi pekan depan,"['bminyak', 'goreng', 'langka', 'harga', 'kembali', 'perintah', 'harga', 'pasar', 'atas', 'langka', 'realisasi', 'pekan']"
2022-03-19 01:33:55+00:00,mindlipstick,soal minyak goreng yg langka di pasar amp selangit harganya itu bukti pemerintah ini tidak sanggup menjaga kedaulatan amp ketahanan pangan untuk rakyatnyasebenarnyadr cara melego kpd investor utk mmbangun ikn sdh dpt dilihat bhw rezim saat ini mmg tdk pnya arah kpd kesejahteraan,"['minyak', 'goreng', 'yg', 'langka', 'pasar', 'amp', 'langit', 'harga', 'bukti', 'perintah', 'sanggup', 'jaga', 'daulat', 'amp', 'tahan', 'pangan', 'rakyatnyasebenarnyadr', 'lego', 'kpd', 'investor', 'utk', 'mmbangun', 'ikn', 'sdh', 'dpt', 'bhw', 'rezim', 'mmg', 'tdk', 'pnya', 'arah', 'kpd', 'sejahtera']"
2022-03-19 01:27:33+00:00,TEA,menurut gw jatohnya malah ga nyambung ntah goreng tiap hariga pointnya minyak goreng itu salah  dr sembako sembilan bahan pokok kalo smpe langkaharga naik pemerintah harusnya punya solusi atau atleast punya statement yg masuk akal knp itu terjadi,"['gw', 'jatohnya', 'ga', 'nyambung', 'ntah', 'goreng', 'hariga', 'point', 'minyak', 'goreng', 'salah', 'dr', 'sembako', 'sembilan', 'bahan', 'pokok', 'kalo', 'smpe', 'langkaharga', 'perintah', 'solusi', 'atleast', 'statement', 'yg', 'masuk', 'akal', 'knp']"
2022-03-19 01:22:28+00:00,➳ᴹᴿ᭄𝙱𝚎𝚎,harusnya pemerintah yang mencari alternatif bukan rakyat yang harus mencari alternatif dengan langka nya minyak gorengnbener kata emak enak  emangnya mau buat bakwan direbus xfxfxxxfxfxxnnyang harus nya ibu kritik itu pemerintahnnn,"['perintah', 'cari', 'alternatif', 'rakyat', 'cari', 'alternatif', 'langka', 'nya', 'minyak', 'gorengnbener', 'emak', 'enak', 'emang', 'bakwan', 'rebus', 'xfxfxxxfxfxxnnyang', 'nya', 'kritik', 'pemerintahnnn']"
2022-03-19 01:20:00+00:00,NOVA,pemerintah naikkan harga minyak goreng curah jadi rp ribu per liternn,"['perintah', 'naik', 'harga', 'minyak', 'goreng', 'curah', 'rp', 'ribu', 'liternn']"
2022-03-19 00:45:04+00:00,Jejak_Langkah,minyak goreng langka solusinya het dicabut  pemerintah   ini super duper kapitalis dan terindikasi melanggar pasal uud  pasal  turun aja kalau sudah nggak mampu paknnbisanya didikte dan takut sama pengusaha yg kelapa sawitnya di tanam di tanah negara,"['minyak', 'goreng', 'langka', 'solusi', 'het', 'cabut', 'perintah', 'super', 'duper', 'kapitalis', 'indikasi', 'langgar', 'pasal', 'uud', 'pasal', 'turun', 'aja', 'nggak', 'paknnbisanya', 'dikte', 'takut', 'usaha', 'yg', 'kelapa', 'sawit', 'tanam', 'tanah', 'negara']"
2022-03-19 00:41:50+00:00,DW,model tipu mafia minyak goreng mungkin layak tiru contohnya niiihxexxa guru dibikin langka ditimbun nggak usah keluar ngajar sampe sekolah pemerintah n orang tua kelimpungan panik lalu dikeluarkan lah xexxcstokxexxd guru ini dengan harga x lipat ya nggak uni  xfxfxxaxfxfxxa,"['model', 'tipu', 'mafia', 'minyak', 'goreng', 'layak', 'tiru', 'contoh', 'niiihxexxa', 'guru', 'bikin', 'langka', 'timbun', 'nggak', 'ngajar', 'sampe', 'sekolah', 'perintah', 'n', 'orang', 'tua', 'kelimpungan', 'panik', 'keluar', 'xexxcstokxexxd', 'guru', 'harga', 'x', 'lipat', 'ya', 'nggak', 'uni', 'xfxfxxaxfxfxxa']"
2022-03-19 00:40:38+00:00,NorthPapua,trus klo penjual gorengan gimana bu apa gorengannya harus direbus atau dikukus sjnpemerintah ga usah njelimet knp rakyat butuh minyak gorengpemerintah harus bpikir bagaimana caranya minyk goreng tdk langka dan mahal,"['trus', 'klo', 'jual', 'goreng', 'gimana', 'bu', 'goreng', 'rebus', 'kukus', 'sjnpemerintah', 'ga', 'njelimet', 'knp', 'rakyat', 'butuh', 'minyak', 'gorengpemerintah', 'bpikir', 'minyk', 'goreng', 'tdk', 'langka', 'mahal']"
2022-03-19 00:29:02+00:00,fatcheeks,ngerasain harga minyak goreng  ribu baru sekali cm boleh beli  liter pula terus minyak lgsg langka tiba het nya dicabut lgsg banyak lg minyaknya kalo pake logika minyak sayur gamungkin langkaxfxfxaxa huhu pemerintah kok lebih kayak ovj yaxfxfxxa,"['ngerasain', 'harga', 'minyak', 'goreng', 'ribu', 'cm', 'beli', 'liter', 'minyak', 'lgsg', 'langka', 'het', 'nya', 'cabut', 'lgsg', 'lg', 'minyak', 'kalo', 'pake', 'logika', 'minyak', 'sayur', 'gamungkin', 'langkaxfxfxaxa', 'huhu', 'perintah', 'kayak', 'ovj', 'yaxfxfxxa']"
2022-03-19 00:20:17+00:00,Brigade Soeharto (Founder),minyak goreng langka seperti ada konspirasi pemerintahan  terhadap mafia migor rakyat mulai lah buat minyak goreng sendiri dan jangan beli minyak goreng supaya pemerintah merasakan saat rakyat sudah tak perduli lagi pada   mau  periode tanda tak tau diri,"['minyak', 'goreng', 'langka', 'konspirasi', 'perintah', 'mafia', 'migor', 'rakyat', 'minyak', 'goreng', 'beli', 'minyak', 'goreng', 'perintah', 'rasa', 'rakyat', 'duli', 'periode', 'tanda', 'tau']"
2022-03-18 23:15:35+00:00,Aynie,dari dulu minyak goreng tidak langka ketika langka masyarakat disuruh makan rebusan sajannmasyarakat sudah bayar pajak ikut bpjs sekarang tugas pemerintah yang mengatur agar kebutuhan rakyat tersediannn nn,"['minyak', 'goreng', 'langka', 'langka', 'masyarakat', 'suruh', 'makan', 'rebus', 'sajannmasyarakat', 'bayar', 'pajak', 'bpjs', 'tugas', 'perintah', 'atur', 'butuh', 'rakyat', 'tersediannn', 'nn']"
2022-03-18 23:04:10+00:00,Eko Afrizal,kirain minyak goreng langka karena dipake bandar buat goreng saham ternyata dipake pemerintah buat goreng buzzer,"['kirain', 'minyak', 'goreng', 'langka', 'dipake', 'bandar', 'goreng', 'saham', 'dipake', 'perintah', 'goreng', 'buzzer']"
2022-03-18 22:40:14+00:00,Orang Lewat,lah pointnya kan sekarang minyak goreng yang biasa dipakai masak makanan itu xexxclangkaxexxd gegara pemerintah ga becus nnjadi xexxcterpaksaxexxd antre dan berebut minyak goreng nnbukan karena rebutan menggoreng nndikira ga punya dapur masingmasing apa gimana,"['point', 'minyak', 'goreng', 'pakai', 'masak', 'makan', 'xexxclangkaxexxd', 'gegara', 'perintah', 'ga', 'becus', 'nnjadi', 'xexxcterpaksaxexxd', 'antre', 'rebut', 'minyak', 'goreng', 'nnbukan', 'rebut', 'goreng', 'nndikira', 'ga', 'dapur', 'masingmasing', 'gimana']"
2022-03-18 22:33:09+00:00,Dewintha,menterinmendag nminyak goreng penting nnemakemak menjerit ini  janji manis pemerintah atasi minyak goreng langkann,"['menterinmendag', 'nminyak', 'goreng', 'nnemakemak', 'jerit', 'janji', 'manis', 'perintah', 'atas', 'minyak', 'goreng', 'langkann']"
2022-03-18 22:22:25+00:00,Muhammad Abdillah Ibnu Yusuf,negara dikuasasi penimbunnnfokus ekonomi   edisi noleh pujo nugrohonn  pemerintah seperti dipermainkan oleh pengusaha minyak goreng diketahui di seluruh indonesia minyak goreng menjadi barang langka dan harganya sangat ma,"['negara', 'asasi', 'penimbunnnfokus', 'ekonomi', 'edisi', 'noleh', 'pujo', 'nugrohonn', 'perintah', 'main', 'usaha', 'minyak', 'goreng', 'indonesia', 'minyak', 'goreng', 'barang', 'langka', 'harga', 'ma']"
2022-03-18 22:10:41+00:00,Edo setia,mau tanya pak seblm kenaikan harga minyak  goreng apakh pemerintah melakukan subsidi kok tiba harga melejit apakh karna di cabut subsidi apakh bahan saeit langka,"['seblm', 'naik', 'harga', 'minyak', 'goreng', 'apakh', 'perintah', 'subsidi', 'harga', 'lejit', 'apakh', 'karna', 'cabut', 'subsidi', 'apakh', 'bahan', 'saeit', 'langka']"
2022-03-18 17:15:00+00:00,Samuel Herman,seharusnya pemerintah memahami skenario mereka membuat minyak goreng langka menimbun menyelundupkan dan menaikkan harga tentu hal itu ada motif tersendiri kemungkinan juga ada elit politik yang melatarbelakanginya apakah pemerintah berani menghadapinya  ini demi rakyat,"['perintah', 'paham', 'skenario', 'minyak', 'goreng', 'langka', 'timbun', 'selundup', 'naik', 'harga', 'motif', 'sendiri', 'elit', 'politik', 'melatarbelakanginya', 'perintah', 'berani', 'hadap', 'rakyat']"
2022-03-18 16:39:09+00:00,Naufal Firdaus,siklus minyak goreng di indonharga minyak murah xfxfxxxfxfxfxbb minyak langka xfxfxxxfxfxfxbb pemerintah bagibagi minyaknharga minyak mahal xfxfxxxfxfxfxbb banyak yang gak mampu beli xfxfxxxfxfxfxbb pemerintah bagibagi minyak,"['siklus', 'minyak', 'goreng', 'indonharga', 'minyak', 'murah', 'xfxfxxxfxfxfxbb', 'minyak', 'langka', 'xfxfxxxfxfxfxbb', 'perintah', 'bagibagi', 'minyaknharga', 'minyak', 'mahal', 'xfxfxxxfxfxfxbb', 'gak', 'beli', 'xfxfxxxfxfxfxbb', 'perintah', 'bagibagi', 'minyak']"
2022-03-18 15:57:52+00:00,jokosurono23121👨👩👧👦👧👧,logika saja istri saya minyak goreng liter lebih dari cukup minggu logika sayanjika langka di pasaran pasti ada penimbun yg gak suka sama pemerintah,"['logika', 'istri', 'minyak', 'goreng', 'liter', 'minggu', 'logika', 'sayanjika', 'langka', 'pasar', 'timbun', 'yg', 'gak', 'suka', 'perintah']"
2022-03-18 15:33:27+00:00,dindayup🍑,minyak goreng langka curiga program pemerintah indonesia bebas kolesterol xfxfxax,"['minyak', 'goreng', 'langka', 'curiga', 'program', 'perintah', 'indonesia', 'bebas', 'kolesterol', 'xfxfxax']"
