2022-04-19 07:32:32+00:00,b'BLT Minyak Goreng dan BPNT Bakal Cair Rp900000 Begini Cara Ceknya https://t.co/3k6sKZ1nlH #sariagri #pertanian',#PetaniPahlawanku
2022-04-19 07:32:18+00:00,"b'Berita lainnya: https://t.co/wddAYjGQqE\n\nSituasi tak terkendali usai adanya kericuhan pembagian minyak goreng curah di Polewali Mandar. Dua orang mengamuk karena merasa pihak agen pilih kasih dalam melayani. Akibatnya, pembagian minyak goreng curah dihentikan.\n\n#IndosiarBerita https://t.co/EDu92lFon4'",Indosiar
2022-04-19 07:32:15+00:00,"b'Puluhan warga di Bojonegoro, mengantre berjam-jam untuk mengikuti vaksinasi Covid-19, yang menjadi syarat pengambilan BLT minyak goreng, senilai 500 ribu rupiah. Sama halnya di Boyolali. https://t.co/ns6OyEQSsE https://t.co/YwD6vPF8uG'",CNN Indonesia Daily
2022-04-19 07:32:02+00:00,b'Babinsa Gerbosari Pengamanan Penyaluran BPNT dan Subsidi Minyak Goreng https://t.co/bp7FpNbrZX https://t.co/KxkNIJQWdP',Korem 072 Pamungkas
2022-04-19 07:31:15+00:00,b'Cuma gara\xc2\xb2 minyak goreng \xf0\x9f\xa5\xb4 https://t.co/iAp4wkWULe',Telorobus
2022-04-19 07:30:26+00:00,b'ID Food Klaim Telah Salurkan 27 Juta Liter Minyak Goreng ke Pasar Rakyat\n\nhttps://t.co/VeyXFQxTMP https://t.co/cShpx854BT',anne
2022-04-19 07:30:12+00:00,b'@Mdy_Asmara1701 kasih aja si edy BLT minyak goreng..biar gorengannya makin hebohhh\xf0\x9f\x98\x82\xf0\x9f\x98\x82',uki_daz
2022-04-19 07:29:47+00:00,b'@jek___ minyak goreng bekas',PATRON
2022-04-19 07:29:16+00:00,"b'Amankan Penyaluran Bantuan BNPT Dan BLT Minyak Goreng, Babinsa Wedi Himbau Prokes https://t.co/JJazG2l9KX https://t.co/1ZHER4OJqj'",kodimklaten
2022-04-19 07:29:05+00:00,"b'PKH hingga BLT Minyak Goreng, Ini Sederet Bansos yang Cair April 2022 https://t.co/dtJFAY7Q5Y'",Solopos
2022-04-19 07:28:55+00:00,"b""Hari ini aku udh goreng jari aku ke minyak panas segitu ga fokusnya :') makasi hari ini""",Istri Popeye
